label,text
Negative,???? ???? ??? ??? ??????? ?? ????
Negative,"??? ?????? ??? ?? ????? ??????? ?? ?? ?????? ????? ???? ?? ???? ??? ??? ?? ??? ???????? ?????? ???? ???? ?????? ??? ??? ???? ??? ????? ????? ??????? ?? ??? ???? ?????. ????? ??? ?? ?????? ?????? ????? ???? ??????? ???? ?? ????? ????? ???? ??? ???????? ??? ?? ???? ??? ?????? ????? ?? ????? ??? ???? ??? ????."
Negative,???? ???. ????????? ?????? ??????? ???. ?? ?????? ?????? ?? ???? ???? ?? ???? ????
Negative,"?????? ?????? ?????? ???????? ? ????? ?????? ???? ???? ?? ???? ????? . ?? ?????? ?? ???? ???????? ??????? ?????? ?????? ???? ???? ???????. ?????? ???????? ???????? ?????? ??????? ?????? ??? ???? ?? ????? ??? ?????? ?????? ??? ?????"
Negative,??? ?? ???? ??????? ???? ????? ?? ??? ??? ???? ????. ??? ?????? ????? ???? ?? ???. ???? ?? ??????? ????? ???? ?? ???????. ????? ??? ????? ????? ???? . ?????? ??????? ??????? ???? ????? ???????? ?? ????? ??? ???? ? ??? ?????? ????? ???? ?????? ???? ???
Negative,??? ?????? ??? ???? ??????? ??? ???? ??? ??? ???? ?? ?????? ??? . ????? ?????? ?? ??? ?? ????? ?????. ??? ????? ??? ?????? ?? ??? ????? ?? ??? ???? ???? ??????? ?????????????? ???? ???? ???????? ???? ?????? ???? ????? ?? ??? ??????? ?????? ???????? ??? ?????? ??? ?????? ???? ?? ?????? ??? ??? ??????? ??????? ???????? ???????? ?????? ??? ?? ???? ????
Negative,????? ????? ??? ?? ???? ?????? ?? ????.. ????? ???? ???? ?????? ?? ???? ???? ? ?????? ?? ??????. ????? ?????? ??? ???? ???? ?? ?????? ??? ???? ??? ?? ???? ???? ?? ????? ????? ????
Negative,???? ???. ?????? ???????????? ????????.
Negative,??? ????? ????? ????????? ??? ???? ?? ??? ?????? ??? ??? ???? ???????? .
Negative,?????? ???? ??????? ????? . ?????? ????? ????? ??????? ????? ???? ???. ?????? ???? ?????? ??? ???? ????? ????? ??? ???????? ???????
Negative,???? ?????. ??????. ?????? ???? ?????? ?? ????? ????? ???????? ????? ???? ???
Negative,?? ???? ???? ???... ?? ???? ???? ???... ?? ???? ???? ???... ?? ???? ???? ???... ?? ???? . ??? ??? ?? ??? ?? ???? ?????? ????? ????? ???? ??? ????????? ??? ???????... ?? ???? ???? ???? ???? ?????? ???? ???... ?? ???? ??? ????? ????????? ??? ??? ?? ?? ??? ?? ???????.. ?????? ?? ?? ?????? ???? ???? ???? ???? ?????? ?? ????? ??? ??? ??? ??? ?????? ??? ?? ??? ????? ?? ????? ????? ???? ??????? ??????? ?? ???? ????? ?????? ?? ??????? ???????.. ??? ??? ???? ???? ?????? ??? ?? ????? ???????.. ??? ?? ?? ???? ???? ????? ????? ???? ?????? ????? ??????... ?? ???? ??? ????? ??????? ???? ????? ????? ?????.. ?????? ??????? ?? ???? ????.. ?????? ??????? ??? ???.. ?????? ??????.. ?????? ??????? ?? ???? ???? .. ?????? ??????? ???? ???.. ?????? ??????.. ??? ??????? ?????? ???? ????? ?? ????? ?? ????????.. ????? ???? ????? ?? ????? : ???? ???? ????.. ??????? ???? ???? ????? . ?? ???? ??? ??? ??????? ????? ???? ???... ?? ???? ???? ????? ??????? ???? ?? ?????? ???? ?? ????? ?? ???... ??? ??????? ???????? ?????.. ?? ????? ?????? ???? ?? ??? ???? ?????????..
Negative,??? ??? ???? ?? ??? ... ????? ?? ?? ??? ?? ???? ?? ???? ?? ???? ?? ????? ?? ?? ???? ?????? ??????? ? ??? ???? ????? ?? ??? ???? ???? ?? ?? ????? ?????? ? ?? ??? ????? ????? ? ????? ?? ????? ????? ?? ??????? ?????? ..
Negative,"??? ??? ?? ?????? . ?????? ??? ????? ????? ??????. ??????? ??????? ?????? ?????? ??? ? ???? ?????????? ?????? ??? ?????? ?? ???? ?????? ?????? ? ??????? ?????? ??? ??? ??? ???? ?????? ??? ????? ??? ?????? ??? ??? ??? ?? ????? ?????? ??? ?????? ? ???? ?????? ???????? ???? ???? ??? ??? ??????? ? ?????? ???????? ??? ?????? ? ????? ???? ???? ????? ???? ?????? ?? ???? ???? ????? ????????? ?? ??????? ??????"
Negative,?? ???? ??????? . ?? ?????? ?? ???? ?????? ????? ?? ?????? ?? ???? ????? ???????? ?? ?????? ??????? ???? ??? ????. ?? ??
Negative,????. ????? ????? ???? ??. ??????? ?????????? ??????????? ????
Negative,???? ?????. . ????? ????? ??? ?? ????? ?? ???? ?????? ???? ?? ????? .. ??? ??? .. ?? ????? ... ???? ??? ?????? ???? ????? ..
Negative,"??????? ?? ???? ??? ?? ???? ?????? ??? ??? ???? ??? ???? ?? ????? ???????.. ????? ?? ???? ??? ? ?????? ???? ?? ??????? ?????? ???? ??? ??????? ????? ?????? ?????? ?? ??? ?????? ??????? ? ??? ????? ????? ???"
Negative,?? ????? ?? . ??? ?????? ???? ????? . ????? ?? ?? ?? ???? ???? ????????????? ????? ?? ???? ??????
Negative,"????? ??? ?????. ??? ???? ???? ??????. ????????. ?????? ????? . ?????? ??????:. ?????? ?? ???????? ?????? ????? ????? ?????? ???? ??? ????? ??????? ?????? ?? ?????? ??????? ???????.. ?????? ?????? ?? ??????? ????? ???? ????? ??? ????? ??????? ????? ??? ????????? ???? ?? ??? ???????? ?? ????? ???????? ??????? ????? ?? ?? ???? ????? ?? ????? ?? ?? ???? ?????? ??????? ?????? ?? ???? ?????? ???????.. ???? ??? ??? ???? ????? ????? ?????: ?? ?? ??? ????? ??? ???? ??????? ??? ???? ???? ????? ? ???? ?? ?????? ?? ???? ??? ??????? ????? ?? ????? ???? ???? ??? ?????? ?????? ????? ???????? ???????? ?? ????? ?? ??? ????? ???? ????? ?? ???? ?????? ???? ????? ?? ??? ???? ??????? ????? ?????? ???? ?? ???? ??????? ????? ?????? ?????? ?? ??????? ???? ????? ???? ????? ????? ????? ???? ??? ?? ????? ??? ????? ???? ???? ??? ????? ?? ??? ???? ?? ????? ????? ???? ? ?????? ????? ?? ????? ???????? ?? ????? ?????? ??? ????? ???? ????? ??????? ?????? ????? ???? ??? ??????? ??? ???? ?? ???? ???? ????? ?? ?? ???? ???? ????? ??????? ???? ????? ??? ???? ??? ?? ???? ?????? ?? ????? ??????.. ????? ?????? ??? ??? ????? ???????? ??? ????? ?????? ??? ?????? ?????? ?? ????? ????? ??????? ??????? ???? ??? ????? ????? ??????? ???? ???? ????? ??????? ?????? ??? ?? ???? ?????? ?????? ??? ???? ?? ????? ?? ????? ??????? ?? ????? ??? ???? ??????? ????? ????? ????? ??? ?? ??? ????? ??? ????? ??????? ??????? ?????? ????? ???? ??? ??? ??? ??????? ?? ????? ??????.. ?? ??????? ?????? ????? ????? ??????? ???????? ?? ?????? ??? ??? ??? ????? ???????? ???????? ????? ????? ???????.. ??? ???? ?? ?? ?????? ?? ??????? ??????? ?? ????? ??????? ???? ???? ???? ????? ??? ?????? ??? ???? ???? ????? ?? ???? ????? ????? ??? ??? ???? ?????????? ????? ???? ??? ??????? ???? ??????? ?? ?????? ????. ???? ?????? ???? ????.. ????? ??? ??????:. ?? ?????? ?? ????? ?????? ?? ???? ????? ?? ????? ????????. ???? ??????.. . ??????? ?? ????? ? ??? ????. ????? ??????.. . ?????? ?? ???? ??? ??? ????? ?? ?????? ??????? ?? ???? ??? ?? ????? ??? ?????? ????? ?? ?????? ?? ???? ??? ?? ????? ?? ?????. ????.. . ?????? ?? ?? ???? ????? ?? ???? ?????? ????? ??? ????? ????? ???? ?????.??? ???? ???? ??????.. . ??? ?? ??? ????? ?????? ?? ????? ?? ?????? ????? ?????? ??????? ??? ?? ????? ????? ??? ??? ??????? ????? ???? ?????? ???????? ???? ?????? ???? ?????? ????? ??????? ??????? ?????? ????? ??? ?????? ??????? ?????? ???????. ????? ???? ????? ??????? ??? ???? ?????? ???? ????? ??????? ??????? ??? ??? ???????.. . ??????? ?? ????? ??? ??????. ????? ?????.. . ???? ???? ???? ??? ????? ???? ??? ??? ?? ???? ???? ?????? ???? ??????? ???? ??? ???? ???? ?????:. . . ????? ???? ????? ??????? ???? ???? ????? ??? ????? ??? ????? ?????.."
Negative,???? ????? ??????? ???? ???? ??? . ???????. ????? ???????
Negative,???? ?????. ?????? ?????. ??????? ???? ???? ????? ????? ?? ????? ??????? ??? ??? ??????? ?? ????? ???? ????????? ? ???? ?????? ?? ?????????? ???????? ???????? ?? ????? ????? ????? ?? ?????? ???? ???? ?????? ????? ?????? ???? ?????? ?????? ??????? ?????? ?????? ??
Negative,???? ??? .. . ????. ?? ???
Negative,????? ???? ??? ?????? ?? ???? ???????? ??? ????? ?????? . ????. ?????? ??????? ??? ????? ??? ???? ???? ????? ????? ????????? ??????? ?????? ???? ??? ?????? ???? ???????? ????????? ??????? ??? ??? ???? ??? ????? ????? ?? ?????? ????? ???
Negative,???? ??? ????? ??? . ??????? ??? ????? ??? ??? ??? ???????? ??????? ???? ?????? ????? ???? ????? ?????????. ?????? ???????? ??????? ???? ??? ????? ????? ???? ??? ???? ???? ????? ?????? ???? ???
Negative,?? ??? ??????? ???? ???? ???? ???? ???? ?????? ??? ?? ??? ??? ?? ?
Negative,"???????? ?? ????????? ????? . ?????? ???. ???????? ??? ????? ? ??? ?????? ?? ?????? ???? ?? ??? ????? ??? ?? ????? ???? ??? ??? ? ?????? ???? ??????? ??????? ??? ??? ? ???? ??? ????? ?????? ??? ??? ???????? ."
Negative,???? ???? ?????? ???? ???????. ??? ?? ???? ?????? ???? ???? ????? ???? ????. ????? ?? ??????? ?????? ????. ???? ?????? ??? ?? ???? ??? ?? ?????? ?? ??????? ? ?????????
Negative,???? ??????? ????? ???????? ??? ???? .. ??? ?? ?? ??? ?????? ????? ?????? ?????? ???? ????? ?? ???? ??????? ?? ??? ???? ?????? ???? ?? ?????? ???? ???? . ????? ????? ?? ??? ??????? ???? ????? ??????? ??????? ?? ???? .. ??? ?? ??????? ?????? ???? ?? ?????
Negative,"?? ???? ????? ?????? ???? ????? ??????? ?????? ?? ????? ?????? ????? ?? ????? ??????? ????? ??? ???????? ??? ?????? ???? . ??? ?? ???? ?????? ?? ?? ????????? ?? ??? ???? ???????? ?????????? . ????? ????? ?? ?? ????? ?? ????? ?? ??? ?????? ????? ??? ???? ?????? ??????? ?? ?????? ???? . ??? ????? ????? ??? ?? ??? ??? ???? ????? ???? ?????? ??? ????? ???? ????? ????? ?? ?????? . ??? ????? ????? ????? ???????? ??? ???? ??? ???? ??? ?? ??? ??????? ???? ???? ???????????? . ??? ????? ????? ?????? ?????? ??? ???? ??? ???? ??? ?? ??? ???????? ???? ???? ?????? ????? ???????? ????? ?????? ?? ???? ?????? ?????????? ????? ?? ?????????? . ??? ???? ???? ?? ?? ??? ??? ????? ????? ????? ??????? ??? ?????? ?????? . ???? ?? ??? ????? ?????? ?????? ??? ?? ????? ?? ??? ????? ?????.... ???? ??? ??? ????? ??? ???? ????? ?????????? . ??? ????? ???? ??? ????? ??????? ?? ????? ????? ????? ???? ??????? ??????? ??? ?? ??????? ?? ??? ?? ??????? ?? ??? ?????? ????? ????? ???????? . ??? ????? ?? ??? ?? ??????? ????? ??? ???? ?????? . ?????? ?????? ?? ??? ??? ?????? . ??? ?? ????? ???? ??? ?? ????? ???? ???????? ?? ????? ????? ???? ??????????? ??? ????? ???????? ????????? ???? ?? ??????? ????? ????????? ?????? . ?? ??? ????? ????? ??? ??????? ?????.... ???? ?????????? ?? ????? ?????? ????? ????? ???? ???? ?? ????? ?????? ??????? ??????"
Negative,"?? ??? ?? ?? ???? ???? ????? ???? ... ??? ???? ????? ?????? ??? ???? ????? ???????.... ??? ?????? ???? ?? ???? ????? ??????? ???? ??? ???? ????? ???? ??????? ?????? ????? ?????? ? ??????? ????????? ?????????? ???????? ??? ?????? .... ??? ????? ??? ?????? ?? ?? ?????? ???? ?????? ?? ???? ??????? ?? ?? ??? ??? ?? ??? ... ??? ???? ????? ???? ??? ???? ???? ?? ?????? ?????????? ?????? ??????? ?? ??? ???? ??? ?? ?????? ?? ??? ?????? ??????? ????? ... ???? ??? ????? ??????? ... ????? ??? ????? ???? ?????? ??? ?????? ??? ??? ????? ??? ???? ?? ????? . ?? ????? ??? ?????? ?????? ????? ??? ??????? ????? ? ?????? ????? ?????? ?????????? ... ??? ?? ?? ???? ????? ???? ???? ?? ?????? ?? ???? ????? ???? ??? ?? ??? ??????? ??? ?????? ?? ??? ???????? ..... ?????? ?? ?????? ?????? ????? ???? ???????? ??? ???? ?? ?????? ... ??? ?? ??? ???:. ??? ???? ?????? ???? ???? ??????? ??? ???? ?? ???? ?? ?????? ?? ????? ??? ????? ??? ?? ???? ???????? ???? ?? ?? ?????? ???? ????? ??? ?????? ?????? ?????? ????? ???? ???? ??????? ??? ????????? ??????? ?????? ???? ... ???? ?? ???? . ???? ?? ??????? ?? ???? ?????? ?? ????? ?????? ??????? ????? ?? ?????? ... ???? ????? ??? ??????? ??? ??? ?????? ..."
Negative,????? ???? ?? ??????? ??? ?????? ??????? ????? ?? ????????
Negative,??? ??? ???? ?? ????? ??? . . ??? ???? ??? ???????? ????? ?????? ??? ???? ??????? ???? ?????? . ??? ???? ????? ?????? ???? ??? ???? ??? ???????? ?????? ??? .?????? ??? ?????? ?? ?????? ???? ?????? ????? ?? ???? .
Negative,?????? ?? ?? ?? ???? ???? ???? ????? ?????
Negative,???? ???. ????. ??? ?????? ????? ???????? ??? ?????? ??? ???? ??????? ?? ????? ???? ?????? ???? ???? ????? ??? ??? ??? ????? ????? ??????
Negative,?????? ????? ?? ????? ????? . . ???? ???
Negative,???? ???? ????? ??? ?????? ?? ?????? ????? ???? ????? ????? ???? ... ???????? ??? ?? ?????? ?? ???? ?????? ????? ?? ????? ?? ???? ?? ??????? .. ??? ???? ???? ????????? ... ????? ????? ?? ???? ???? ????? ???? ?????? ??????? .... ?? ???? ???? ??? ??????? ?? ? ???? ?? ??? ??????? ???????? ??????? .... ????? ???? ??? .. ???? ?? ???? ???????? ?????? ??????? ??? ?????? ... ??? ?????? ??? ?????? ?? ???? .. ?????? ?????? ??????? ?? ????? ??? ??? ...????? ??? ??????? ??? ????? ????? ??????? ??? ???? ??? ????? ?? ???? ????? ?????? ??? ?????? ?????? ??? ?????? ??????? ..???? ???? ???? ???? ???? ..????? ???? ???? ???? ..?????????? ????? ?????? ??? ???? ?????? ?????? ...
Negative,????? ???? ????? ?? ??? ????? ????? . ?? ??. ????????? ?????. ????? ?????? ?????. ?????? ?????. ?? ???? ????? ?????. ???? ???????? ? ???? ????????? ?????
Negative,???? ???. . ?????? ??? ????? ???? ????? ? ??? ?????? ??? ??????? ?? ? ????? ???? ?? ???? ???? ?? ???? ???????
Negative,???? ????? ???????.. ???? ??? ???? ????? ?? ???? ???? ????????? ???? ?? ??? ?????? . ?? ??? ???? ?? ?? ???? ?? ??????? ??? ????? ????.. ?????? ?? ??? ????? ?? ??????? ??.... ?????? ???? ????? ???? ?? ??????? ????? . ??? ???? ????? ?????? ?????? ??????? ?? ???? ????? ?????. :
Negative,?????? ???? . ?? ?????? ??. ?????? ???? ? ???? ???? ?? ?????? ?? ?? ???? ????? ?????? ?????? ? ?? ???? ????? ? ??????
Negative,?????? ??? ??? ??? ???? . ????? . ????? ?????? ???? ??? . ??????? ??? ???????? ????? ?????? ?? ????? . ???...... ???????? ???? ????????? ??? ??? ???. ????? ?????? ???? ??? . ??????? ??? ???????? ????? ?????? ?? ????? . ???...... ???????? ???? ????????? ??? ??? ???
Negative,???????
Negative,???? ?? ?????? ????? ?? ???? ?? ??? ??? ?????? ???? ?? ???? ????? ??? ?????? ??? ???? ??? ??? ??? ??? ?? ??????? ?? ?????. ???? ?? ???? ???????. ????? ?????? ???? ????? ???????
Negative,??? ?????? ?? ???? ??? ???. ?????? ???? ????? ???. ??????? ??? ?????? ??? ???. ????????. ?? ???? ???? ???? ?????? ???????. ????? ?????? ?????? ???? ??? ?? ??????..
Negative,??? ??? ?? ????? ? ??? ?????? ??????? . ??????. ?????? ??? ??? ????? ????? ??? ????
Negative,. ????? ?? ???? ??? ??????? ????? ???? ??????? ??? ???? ?????? ????? ??? ?? ???? ????? ??? ??.. ???? ???????. ??? ??? ???? ????. ??... ???? ???? ?????. ...... ???? ???? ?? ??? ????? ???? ?? ???? ????? ??? ?????? ? ??? ???? ??? ???? ?????? ??????
Negative,"???? ???????? ??? ?????? ??????? ??????"
Negative,?????? ????? .. ??? ???? ????? ?? ???? ????? ???? ?? ?? ????? ? ?? ???? ????? ????? ?? ??????. ???? ?? ??? ???? ?? ???? ???? ??????? ? ???????? ??????
Negative,????? ????? ??? ?????? :
Negative,?? ???? ?? ??? ???? ??? ??? ??? ???? ???? ?????
Negative,???? ???. . ????????? ???
Negative,"?? ?? ?? ???????? ?? ??? ???????? ???? ????? ???? ????? ?????? ??? ?? ??????. ???? ?? ???? ?? ????? ??????? ??? ???? ?? ??????? ?? ????? ???? ?? ????? ??? ???? . ?????????? ???? ?? ???? ?????? ??? ???? ?? ?????? ?????? ??? ???? ?? ?????? ???? ???? ???????? ??? ???? ?? ??? ???? ??? ??? ?? ???? ??? ???? ?????? ?????. ??? ?? ??? ????? ?? ????? ????????? ???????? ???? ???? ? ???? ? ??? ????? ??? ????? ???????? ???? ??? ???? ??? ??? ??? ??????? ???????? ???? . ??? ?? ???? ????? ?????? ??? ????? ???? ????? ?? ?????? ?????? ?? ??? ?? ?????? ?? ???? ???? ?? ?????? ?????? ?? ????? ?? ?????. ??????? ??????? ?? ??? ?????? ???? ?????? ????? ??? ??? ????? ???? ??? ??? ???? ??? ???????? ????? ?? ??? ???? ??? ?????? ?????? ??? ??? ?????? ???? ????? ????? ??????? ?? ???? ??? ????? ?????? ??? ??? ????? ??? ?? ?????? ?????? ?????? ?????? ??? ???????? ??????? ???? ????? ?????? ????? ??? ????? ??????. ???? ?? ???? ??????? ?? ???? ????? ??? ??????? ?????? ????? ?? ??? ?? ??? ????? ????? ????? ???? ??? ????????? ??????? ????? ?????? ?? ?????? ??? ?????? ?????? ?? ???????. ???? ??????? ????? ??????? ????? ??? ???? ?? ???? ?????? ??????? ???? ???? ??? ????? ???????? ?????? ?? ?????? ???????? ???? ??? ?? ?????? ???? ??????? ??????? ?????? ??????? ?????????? ???? ????? ??? ??????? ????? ????? ???? ???? ?? ???? ??? ?????? ????? ??? ?? ???? ?? ???? ???? ???? ?????? ?? ??? ?? ???? ??????? ????? ???. ???????? ?????? ???? ????? ??????? ???? ????? ??? ???? ????? ???????? ????????? ?????? ?????? ?? ??????? ?? ???? ????? ????? ???????? ?? ?????? ??????? ???? ???????."
Negative,????? ?? ????? ???? . ?? ?????? ??. ????? ???? ?????? ???? ?? ????? ??? ??? ?? ????? ?????? ? ????? ??? ??? ???? ?? ? ?????? ???? ???? ???? ??????? ???? ???? ?????? ???? ?????? ??? ?? ??? ?????? ??? ???
Negative,???? ?????? ????? ??????? ???... ????? ????? ????? ???????..?? ?????? ????? ???? ????? ??? ?????? ??? ????? ?? ?????... ???? ???? ????? ??? ?? ??????..
Negative,"??? ??? ???? ??? ????. ???? ?? ?????? ?? ?????? ????? ?????? ?? ????? ????. ??? ???? ???. ???? ?????? ???? ?? ?????? ???? ????? ?? ??? ??? ???. ?????? ????? ???????? ? ?????? ??? ????? ??? ???? ????. ????? ???? ???. ????? ???? ????? ??? ???? ?? ??? ?? ???? ?? ??????? ? ??? ????? ??? ????? ??????? ??? ??? ????? ????? ??????. ?????? ?? ?????? ???? ?????? ? ?????? ??? ???? ???? ????? ??? ????. ??? ??? ? ????? ??? ????? ????? ?? ??????? ??????. ????? ??? ??? ??? ??? ?????? ??? ????? ????? ? ????? ???? ????????. ??? ????? ? ??? ??? ????? ???? ?????? ???? ?????? ? ?????? ?? ??? ?????. ?????? ????? ?? ??? ????? ????? ????? ?????. ????? ????? ?????? ??? ?? ????? ????. ??? ?? ???? ??? ???????? ?????? ????? ?? ????? ? ??????? ??? ??? ?? ?????? ????????. ??? ??????? ?? ??? ?. ????? ???. ???? ???? ??? ??? ?? ???? ????? ?? ????? ?????? ? ??? ????? ?????? ????? ????? ??? ?? ?? ??? ????? ????. ??????? ???????? ???? ?? ????. ???? ?? ??? ?????? ????? ???? ??? ??? ???? ????????. ? ?? ???? ????? ?? ?????? ????? ??? ???? ?????? ??? ??? ? ?? ???? ?????? ?????? ? ?? ???? ?????? ????? ???. ? ????? ??? ?? ??? ?????? ??????? ?????? ??????. ?? ???? ????? ?????? ?? ????? ?? ??? ??? ? ????? ?? ??? ??????. ? ??? ????? ???? ?????? ??? ???? ??? ? ?????. ??? ?? ??? ??? ?? ???? ?? ???. ????? ???? ??? ?????? ?? ??? ??? ????? ????? ? ???? ??? ????? ?? ?? ????? ????? ?????? ?????. ????? ?? ?? ???? ?? ?? ?? ????? ??????? ?? ??? ???? ?????? ?????. ?? ??????? ???? ?????? ????? ????? ??????? ?????. ???? ?? ???? ?? ??????. ?????? ??????? ??????? ???? ?????? ?????? ????. ??? ??? ??? ??? ??? ??? ??? ?????? ????? ?? ????? ???? ???? ???? ??? ?????? ???? ?????? ? ?????? ????? ???? ???? ???? ??????? ??????? ? ???? ????? ?? ??? ??????? . ??? .. ? ??? ????? .. ? ???? ????. ?????? ??? ??????? ????? ???. ? ????? ??? ???? ?? ????? ???????? ?????? ? ???? ????? ??? ??? ????? ? ????? ???? ? ?????? ?????? ??. ? ??? ??? ?????? ?? ???? ? ???? ? ????? ?????? ?? ????. ? ?? ???? ????? ???? ???? ????? ?? ?? ??? ????? ??? ????. ???? ???? ??????? ? ???? ??? ?? ??????? ???? ??? ??????? ?????"
Negative,"?????? ??????? ????? ?? ??????. ???????? ?? ??? ??????. ???? ????? ?????? ????? ??? ?????? ??????. ?????? ?? ??? ?????? ????? ??? ???? ?????. ???? ?? ??? ?? ???? ?????? ?? ?????. ??? ??? ?? ??????.. ????? ???? ????? ????? ?? ??? ???? ???. ????? ??? ????? ????? ?? ?????? ???? ???? ????? ?????? ????? ?? ?? ???? ?????? ???? ???? ??? ????? ??? ??? ???? ??? ??? ??? ."
Negative,??? ?????? ????? ??????? ? ???? ?????? ????? ?????? ?? ????? ??? ??? ??????? ? ??? ????? ?? ?????? ???? .
Negative,?????? ???? ??????? ? ??? ?? ????. ?????? ??????? ??????? ???????. ?????? ?????. ???? ??????. ?? ? ????? ??????? ??? ??? ??? ???????
Negative,???? ???. . ???? ????? ??? ?????? ????
Negative,??? ?????? ????? ????? ????? ????? ?????? ??? ????? ???????. ?? ???? ???? ?????? ????? ?? ??????. ???? ???? ???? ???? ??? ?????? ??? ???? ????? ?????? ???????. ???? ?????? ??? ????? ???? ???? ?????? ?? ?????. ??? ????? ???? ??? ???? ????? ????. ???? ??? ???? ????? ??? ????? ????? ???. ???? ???? ????? ??? ?????? ?? ??? ????. ???? ?? ?? ????? ??????. ???? ????
Negative,??? ????? ???? ???????? ?? ????? ??????? ?????? ???? ??? ???????? ??? : . ???? ???? ?? ??????? ?????????? ?????????? ??????? ??????????.. ???? ?? ?????? ????? ???? ??????? ?? ??????? ?????... ???? ???? ?? ??? ????? ?? ????? ????? ???? ???? ???? ??? ????? ??????? ??? . ????? ????? ???????? ????? ????? ????? ?????? ??????.. ???? ??
Negative,???? ???? ???? ?????? . ???? ???? ???? ???????? ????? ??? ???? ??? ???? ?? ????? ???? ???? ??????? ????? ??? ?? ??? ???? ?????? ????? ???? ???? ?? ???? ?????. ?? ?? ?? ?????? .. ????? ???? ???? ?????? ????? ???? ?? ???? ???? ???? ??? ?????? ?? ???? ?????? ?? ???? ??? ???? ??????? ?????? ??????? ????
Negative,??? ????? ????? .. ????? .. ? ??? ??? ???? ??????? ?? .. ?????? ?? ?????? ???
Negative,"???? ????? ??????? ???? ???? ????? ? ???? ?????? ??????? ?? ?????? ?????? ???? ????? ???? ?? ??? ????? ????? ?? ??????? ?? ???? ????? ????? ?? ????? ???? ?? ??????.... ???? ????? ??? ?? ??? ?????? ????? ? ????? ???????? ?? ???? ??????? ???? ???????? ? ???? ??? ??????..."
Negative,????? ???? ???? ?????? ????? ?? ?????? . ?????? ????? ??? ?????? ?????? ??????? ?????? ???? ????? ?????? ?? ??????. ???? ?? ?????? ???? ????? ?????? ?????? ??????
Negative,"????? ????? ?????? ?????? ????? ???? ?? ???? ????? ?????? ????? ??? ????? ?? ???? ???? ???????? ????????? ?????? ? ?????? ??? ?????? ?? ?????? ?????? ?? ?????? . ????? ??? ??? ????? ?????? ????? ???? ????? ?? ??? ????? ???? ??????."
Negative,?????? ????? ??? . ??????. ?? ???? ????? ??????? ??????? ????? ???????? ???
Negative,????? ??? ?? ?????? ??? ??? ?? ??????? ??????? ?? ?????? ???????? ??? ???? ??? ??? ???? ??? ??? ???? ?????? ??????? ????? ???????? ????? ?? ?????? ..???? ???????? ??? ??? ????? ??? ????? ???? ?????? ????? ?????? ????? ???? ???? ????? ?????? ?? ??? ?????? ???? ????? ??? ??? ???? ?? ???? ?? ????
Negative,"?? ??? ?????? ????? ?? ?????? ?? ??????? ???? ????? ?????? ?? ?????? ?????? ???? ?? ???? ?????? ???? ????? ????? ?????? ???? ?? ????? ????? ??????? ?????? ?? ??? ????? ??????? ???? ????? ?????? ??????.. ?? ????? ???? ?? ?????? ???? ????? ??????? ????? ????? ????? ??????? ??????? ??? ???? ?? ???? ????? ??? ??? ?????? ?? ????????? ?? ????????? ?? ???????? ???? ????? ???? ?????? ???????? ?? ???????? ???? ?? ???? ???????? ?? ???????.. ??? ?? ??????? ??? ??? ??? ?????? ??? ?? ????? ??? ??? ??? ????? ??????.. ?? ?? ?? ??? ?? ?????? ?? ??? ?????? ?? ???? ??????? ???? ??????? ???? ???? ??? ????? ????? ?? ??? ????? ???????? ??? ?? ?????? ??? ??????? ?? ???????? ?? ?? ???? ?? ???? ???? ?? ???????? ????? ???? ??? ??????? ???????? ??? ??? ???? ?????? ??? ??? ??????? ??????? ??? ???? ????? ???? ???? ???? ?????.. ?? ?? ?? ?? ??? ??? ????????? ???? ?????? ???? ??????? ???? ?? ?????? ??????? ??? ???? ????? ????? ???? ?? ??? ????? ??? ?? ?????? ???? ??? ??? ?????? ???????? ?? ???? ???????? ??? ?? ?????.. ??? ?? ????? ?????? ??? ??? ????? ?????? ??????? ????? ???? ???? ???? ?????? ??????? ?? ??????? ??? ??? ???? ?????? ?? ???? ???? ??? ??? ?????? ??? ?????????? ???? ?? ????? ???? ???? ?????? ?? ????? ?????? ?????? ??????? ?????? ?? ??????? ??????? ???????? ??? ?????? ?? ????? ???????? ????????.. ???? ???? ????? ?? ??? ?????? ?????????? ???? ?????? ?????? ???? ??? ??????? ????? ??? ??? ????? ????? ?????? ?? ??????? ??? ????? ???.. ?? ????? ?????? ??? ????? ???? ?? ?????? ?? ????? ?????? ????."
Negative,???? ????? ?? ??????? ????? ?? ??????? ??????? ????. ?????? ???? ?? ???? ???? ?????? ?????? ?????. ????? ?????? ? ??????? ??????? ?????????? ?? ???? ?? ?????. ????? ???????? ????? ???? ???? ???? ??? ? ??? ? ??? ?????? ??????? ? ?????? ? ????? ????????? ?????? ?? ??? ????? ????? ? ??? ????????
Negative,????? ?? ??? ?????? ?????? ?? ?? ????? ?? ????? ??????. ????? ?????? ????? ??? ?????? ??????? ???? ???? ???? ??????. ??. ??????? ??????? ???? ?? ??? ????. ????????? ?? ????? ????? ??? ??? ?????????. ????? ??? ... ????? ?? ???????. ?????? ???? ?? ???? ????? ?? ????
Negative,"?? ?????? ????? ? ?? ??? ??? ???? ? ???? ?? ???? ????? ????? ??????. /"
